#     lambda       flux     sys_error   FWHM   quality 
# A(Angstroms) erg/s/cm2/A  erg/s/cm2/A   A  1=ok,0=bad
  19805.4043   1.1864e+01   4.7457e-01   20.00   1.0000e+00
  19825.4102   1.1873e+01   4.7491e-01   20.00   1.0000e+00
  19845.4160   1.1864e+01   4.7455e-01   20.00   1.0000e+00
  19865.4219   1.1504e+01   4.6015e-01   20.00   1.0000e+00
  19885.4277   1.1936e+01   4.7742e-01   20.00   1.0000e+00
  19905.4316   1.1894e+01   4.7576e-01   20.00   1.0000e+00
  19925.4375   1.1709e+01   4.6835e-01   20.00   1.0000e+00
  19945.4434   1.1478e+01   4.5913e-01   20.00   1.0000e+00
  19965.4492   1.1643e+01   4.6572e-01   20.00   1.0000e+00
  19985.4551   1.1514e+01   4.6055e-01   20.00   1.0000e+00
  20005.4590   1.1661e+01   4.6644e-01   20.00   1.0000e+00
  20025.4648   1.1529e+01   4.6117e-01   20.00   1.0000e+00
  20045.4707   1.1442e+01   4.5768e-01   20.00   1.0000e+00
  20065.4766   1.1406e+01   4.5623e-01   20.00   1.0000e+00
  20085.4824   1.1516e+01   4.6062e-01   20.00   1.0000e+00
  20105.4863   1.1460e+01   4.5841e-01   20.00   1.0000e+00
  20125.4922   1.1403e+01   4.5611e-01   20.00   1.0000e+00
  20145.4980   1.1321e+01   4.5285e-01   20.00   1.0000e+00
  20165.5039   1.1339e+01   4.5355e-01   20.00   1.0000e+00
  20185.5078   1.1301e+01   4.5205e-01   20.00   1.0000e+00
  20205.5137   1.1138e+01   4.4551e-01   20.00   1.0000e+00
  20225.5195   1.0926e+01   4.3703e-01   20.00   1.0000e+00
  20245.5254   1.1092e+01   4.4367e-01   20.00   1.0000e+00
  20265.5312   1.1094e+01   4.4377e-01   20.00   1.0000e+00
  20285.5352   1.1003e+01   4.4011e-01   20.00   1.0000e+00
  20305.5410   1.0742e+01   4.2969e-01   20.00   1.0000e+00
  20325.5469   1.1006e+01   4.4025e-01   20.00   1.0000e+00
  20345.5527   1.0838e+01   4.3352e-01   20.00   1.0000e+00
  20365.5586   1.0822e+01   4.3286e-01   20.00   1.0000e+00
  20385.5625   1.0529e+01   4.2115e-01   20.00   1.0000e+00
  20405.5684   1.0839e+01   4.3356e-01   20.00   1.0000e+00
  20425.5742   1.0749e+01   4.2996e-01   20.00   1.0000e+00
  20445.5801   1.0783e+01   4.3133e-01   20.00   1.0000e+00
  20465.5840   1.0752e+01   4.3009e-01   20.00   1.0000e+00
  20485.5898   1.0657e+01   4.2629e-01   20.00   1.0000e+00
  20505.5957   1.0639e+01   4.2557e-01   20.00   1.0000e+00
  20525.6016   1.0497e+01   4.1988e-01   20.00   1.0000e+00
  20545.6074   1.0536e+01   4.2143e-01   20.00   1.0000e+00
  20565.6113   1.0535e+01   4.2139e-01   20.00   1.0000e+00
  20585.6172   1.0467e+01   4.1867e-01   20.00   1.0000e+00
  20605.6230   1.0259e+01   4.1036e-01   20.00   1.0000e+00
  20625.6289   1.0450e+01   4.1799e-01   20.00   1.0000e+00
  20645.6348   1.0024e+01   4.0097e-01   20.00   1.0000e+00
  20665.6387   1.0372e+01   4.1488e-01   20.00   1.0000e+00
  20685.6445   1.0293e+01   4.1170e-01   20.00   1.0000e+00
  20705.6504   1.0092e+01   4.0366e-01   20.00   1.0000e+00
  20725.6562   1.0179e+01   4.0718e-01   20.00   1.0000e+00
  20745.6602   1.0231e+01   4.0926e-01   20.00   1.0000e+00
  20765.6660   1.0192e+01   4.0768e-01   20.00   1.0000e+00
  20785.6719   1.0164e+01   4.0656e-01   20.00   1.0000e+00
  20805.6777   9.9324e+00   3.9730e-01   20.00   1.0000e+00
  20825.6836   1.0048e+01   4.0192e-01   20.00   1.0000e+00
  20845.6875   9.8551e+00   3.9420e-01   20.00   1.0000e+00
  20865.6934   1.0005e+01   4.0020e-01   20.00   1.0000e+00
  20885.6992   9.9635e+00   3.9854e-01   20.00   1.0000e+00
  20905.7051   9.9470e+00   3.9788e-01   20.00   1.0000e+00
  20925.7109   9.6181e+00   3.8472e-01   20.00   1.0000e+00
  20945.7148   9.7106e+00   3.8842e-01   20.00   1.0000e+00
  20965.7207   9.6708e+00   3.8683e-01   20.00   1.0000e+00
  20985.7266   9.7334e+00   3.8933e-01   20.00   1.0000e+00
  21005.7324   9.7251e+00   3.8900e-01   20.00   1.0000e+00
  21025.7383   9.6875e+00   3.8750e-01   20.00   1.0000e+00
  21045.7422   9.6995e+00   3.8798e-01   20.00   1.0000e+00
  21065.7480   9.7003e+00   3.8801e-01   20.00   1.0000e+00
  21085.7539   9.6431e+00   3.8572e-01   20.00   1.0000e+00
  21105.7598   9.4581e+00   3.7832e-01   20.00   1.0000e+00
  21125.7637   9.5703e+00   3.8281e-01   20.00   1.0000e+00
  21145.7695   9.5234e+00   3.8093e-01   20.00   1.0000e+00
  21165.7754   9.3436e+00   3.7375e-01   20.00   1.0000e+00
  21185.7812   9.4499e+00   3.7800e-01   20.00   1.0000e+00
  21205.7871   9.3331e+00   3.7332e-01   20.00   1.0000e+00
  21225.7910   9.3586e+00   3.7434e-01   20.00   1.0000e+00
  21245.7969   9.2011e+00   3.6804e-01   20.00   1.0000e+00
  21265.8027   9.2575e+00   3.7030e-01   20.00   1.0000e+00
  21285.8086   9.3106e+00   3.7243e-01   20.00   1.0000e+00
  21305.8145   9.2531e+00   3.7012e-01   20.00   1.0000e+00
  21325.8184   9.2652e+00   3.7061e-01   20.00   1.0000e+00
  21345.8242   9.2219e+00   3.6888e-01   20.00   1.0000e+00
  21365.8301   9.0167e+00   3.6067e-01   20.00   1.0000e+00
  21385.8359   9.1725e+00   3.6690e-01   20.00   1.0000e+00
  21405.8398   9.1160e+00   3.6464e-01   20.00   1.0000e+00
  21425.8457   9.0995e+00   3.6398e-01   20.00   1.0000e+00
  21445.8516   9.0291e+00   3.6116e-01   20.00   1.0000e+00
  21465.8574   8.9480e+00   3.5792e-01   20.00   1.0000e+00
  21485.8633   9.0086e+00   3.6035e-01   20.00   1.0000e+00
  21505.8672   8.9737e+00   3.5895e-01   20.00   1.0000e+00
  21525.8730   8.9027e+00   3.5611e-01   20.00   1.0000e+00
  21545.8789   8.8786e+00   3.5514e-01   20.00   1.0000e+00
  21565.8848   8.8665e+00   3.5466e-01   20.00   1.0000e+00
  21585.8906   8.8336e+00   3.5334e-01   20.00   1.0000e+00
  21605.8945   8.7533e+00   3.5013e-01   20.00   1.0000e+00
  21625.9004   8.6550e+00   3.4620e-01   20.00   1.0000e+00
  21645.9062   8.4724e+00   3.3890e-01   20.00   1.0000e+00
  21665.9121   7.6085e+00   3.0434e-01   20.00   1.0000e+00
  21685.9180   8.3038e+00   3.3215e-01   20.00   1.0000e+00
  21705.9219   8.5174e+00   3.4070e-01   20.00   1.0000e+00
  21725.9277   8.5514e+00   3.4206e-01   20.00   1.0000e+00
  21745.9336   8.5553e+00   3.4221e-01   20.00   1.0000e+00
  21765.9395   8.4606e+00   3.3843e-01   20.00   1.0000e+00
  21785.9434   8.3171e+00   3.3269e-01   20.00   1.0000e+00
  21805.9492   8.5286e+00   3.4114e-01   20.00   1.0000e+00
  21825.9551   8.3434e+00   3.3374e-01   20.00   1.0000e+00
  21845.9609   8.4566e+00   3.3826e-01   20.00   1.0000e+00
  21865.9668   8.4530e+00   3.3812e-01   20.00   1.0000e+00
  21885.9707   8.1660e+00   3.2664e-01   20.00   1.0000e+00
  21905.9766   8.3228e+00   3.3291e-01   20.00   1.0000e+00
  21925.9824   8.3703e+00   3.3481e-01   20.00   1.0000e+00
  21945.9883   8.3288e+00   3.3315e-01   20.00   1.0000e+00
  21965.9941   8.2985e+00   3.3194e-01   20.00   1.0000e+00
  21985.9980   8.2970e+00   3.3188e-01   20.00   1.0000e+00
  22006.0039   8.2562e+00   3.3025e-01   20.00   1.0000e+00
  22026.0098   8.2103e+00   3.2841e-01   20.00   1.0000e+00
  22046.0156   8.2136e+00   3.2855e-01   20.00   1.0000e+00
  22066.0215   7.7843e+00   3.1137e-01   20.00   1.0000e+00
  22086.0254   7.9724e+00   3.1890e-01   20.00   1.0000e+00
  22106.0312   8.1097e+00   3.2439e-01   20.00   1.0000e+00
  22126.0371   8.0976e+00   3.2391e-01   20.00   1.0000e+00
  22146.0430   8.0623e+00   3.2249e-01   20.00   1.0000e+00
  22166.0469   7.9713e+00   3.1885e-01   20.00   1.0000e+00
  22186.0527   7.9627e+00   3.1851e-01   20.00   1.0000e+00
  22206.0586   8.0011e+00   3.2004e-01   20.00   1.0000e+00
  22226.0645   7.9578e+00   3.1831e-01   20.00   1.0000e+00
  22246.0703   7.9236e+00   3.1694e-01   20.00   1.0000e+00
  22266.0742   7.7527e+00   3.1011e-01   20.00   1.0000e+00
  22286.0801   7.8448e+00   3.1379e-01   20.00   1.0000e+00
  22306.0859   7.8377e+00   3.1351e-01   20.00   1.0000e+00
  22326.0918   7.8309e+00   3.1323e-01   20.00   1.0000e+00
  22346.0977   7.8213e+00   3.1285e-01   20.00   1.0000e+00
  22366.1016   7.7783e+00   3.1113e-01   20.00   1.0000e+00
  22386.1074   7.6192e+00   3.0477e-01   20.00   1.0000e+00
  22406.1133   7.6656e+00   3.0663e-01   20.00   1.0000e+00
  22426.1191   7.6530e+00   3.0612e-01   20.00   1.0000e+00
  22446.1230   7.6612e+00   3.0645e-01   20.00   1.0000e+00
  22466.1289   7.6565e+00   3.0626e-01   20.00   1.0000e+00
  22486.1348   7.5155e+00   3.0062e-01   20.00   1.0000e+00
  22506.1406   7.5898e+00   3.0359e-01   20.00   1.0000e+00
  22526.1465   7.5466e+00   3.0186e-01   20.00   1.0000e+00
  22546.1504   7.4097e+00   2.9639e-01   20.00   1.0000e+00
  22566.1562   7.4632e+00   2.9853e-01   20.00   1.0000e+00
  22586.1621   7.4929e+00   2.9972e-01   20.00   1.0000e+00
  22606.1680   7.4776e+00   2.9910e-01   20.00   1.0000e+00
  22626.1738   7.3006e+00   2.9202e-01   20.00   1.0000e+00
  22646.1777   7.3918e+00   2.9567e-01   20.00   1.0000e+00
  22666.1836   7.3368e+00   2.9347e-01   20.00   1.0000e+00
  22686.1895   7.3667e+00   2.9467e-01   20.00   1.0000e+00
  22706.1953   7.3506e+00   2.9402e-01   20.00   1.0000e+00
  22726.2012   7.2998e+00   2.9199e-01   20.00   1.0000e+00
  22746.2051   7.2551e+00   2.9020e-01   20.00   1.0000e+00
  22766.2109   7.2904e+00   2.9162e-01   20.00   1.0000e+00
  22786.2168   7.2774e+00   2.9110e-01   20.00   1.0000e+00
  22806.2227   7.2341e+00   2.8936e-01   20.00   1.0000e+00
  22826.2266   6.9163e+00   2.7665e-01   20.00   1.0000e+00
  22846.2324   7.1532e+00   2.8613e-01   20.00   1.0000e+00
  22866.2383   7.1200e+00   2.8480e-01   20.00   1.0000e+00
  22886.2441   7.1412e+00   2.8565e-01   20.00   1.0000e+00
  22906.2500   7.1240e+00   2.8496e-01   20.00   1.0000e+00
  22926.2539   7.0891e+00   2.8357e-01   20.00   1.0000e+00
  22946.2598   6.8391e+00   2.7356e-01   20.00   1.0000e+00
  22966.2656   6.8927e+00   2.7571e-01   20.00   1.0000e+00
  22986.2715   6.8794e+00   2.7518e-01   20.00   1.0000e+00
  23006.2773   6.9156e+00   2.7662e-01   20.00   1.0000e+00
  23026.2812   6.9302e+00   2.7721e-01   20.00   1.0000e+00
  23046.2871   6.9190e+00   2.7676e-01   20.00   1.0000e+00
  23066.2930   6.9051e+00   2.7620e-01   20.00   1.0000e+00
  23086.2988   6.8890e+00   2.7556e-01   20.00   1.0000e+00
  23106.3027   6.8487e+00   2.7395e-01   20.00   1.0000e+00
  23126.3086   6.8408e+00   2.7363e-01   20.00   1.0000e+00
  23146.3145   6.8389e+00   2.7356e-01   20.00   1.0000e+00
  23166.3203   6.7448e+00   2.6979e-01   20.00   1.0000e+00
  23186.3262   6.6813e+00   2.6725e-01   20.00   1.0000e+00
  23206.3301   6.7551e+00   2.7021e-01   20.00   1.0000e+00
  23226.3359   6.6094e+00   2.6438e-01   20.00   1.0000e+00
  23246.3418   6.4711e+00   2.5884e-01   20.00   1.0000e+00
  23266.3477   6.4684e+00   2.5873e-01   20.00   1.0000e+00
  23286.3535   6.5896e+00   2.6358e-01   20.00   1.0000e+00
  23306.3574   6.6045e+00   2.6418e-01   20.00   1.0000e+00
  23326.3633   6.5276e+00   2.6110e-01   20.00   1.0000e+00
  23346.3691   6.5622e+00   2.6249e-01   20.00   1.0000e+00
  23366.3750   6.4709e+00   2.5884e-01   20.00   1.0000e+00
  23386.3809   6.4443e+00   2.5777e-01   20.00   1.0000e+00
  23406.3848   6.5257e+00   2.6103e-01   20.00   1.0000e+00
  23426.3906   6.5152e+00   2.6061e-01   20.00   1.0000e+00
  23446.3965   6.4992e+00   2.5997e-01   20.00   1.0000e+00
  23466.4023   6.4610e+00   2.5844e-01   20.00   1.0000e+00
  23486.4062   6.4618e+00   2.5847e-01   20.00   1.0000e+00
  23506.4121   6.4509e+00   2.5804e-01   20.00   1.0000e+00
  23526.4180   6.1869e+00   2.4748e-01   20.00   1.0000e+00
  23546.4238   6.1653e+00   2.4661e-01   20.00   1.0000e+00
  23566.4297   6.2710e+00   2.5084e-01   20.00   1.0000e+00
  23586.4336   6.1809e+00   2.4724e-01   20.00   1.0000e+00
  23606.4395   6.2605e+00   2.5042e-01   20.00   1.0000e+00
  23626.4453   6.2837e+00   2.5135e-01   20.00   1.0000e+00
  23646.4512   6.2533e+00   2.5013e-01   20.00   1.0000e+00
  23666.4570   6.2438e+00   2.4975e-01   20.00   1.0000e+00
  23686.4609   6.2327e+00   2.4931e-01   20.00   1.0000e+00
  23706.4668   6.1543e+00   2.4617e-01   20.00   1.0000e+00
  23726.4727   6.1835e+00   2.4734e-01   20.00   1.0000e+00
  23746.4785   5.9546e+00   2.3818e-01   20.00   1.0000e+00
  23766.4844   6.1393e+00   2.4557e-01   20.00   1.0000e+00
  23786.4883   6.1734e+00   2.4694e-01   20.00   1.0000e+00
  23806.4941   6.1417e+00   2.4567e-01   20.00   1.0000e+00
  23826.5000   6.0653e+00   2.4261e-01   20.00   1.0000e+00
  23846.5059   5.7515e+00   2.3006e-01   20.00   1.0000e+00
  23866.5098   5.7588e+00   2.3035e-01   20.00   1.0000e+00
  23886.5156   5.9639e+00   2.3856e-01   20.00   1.0000e+00
  23906.5215   5.9762e+00   2.3905e-01   20.00   1.0000e+00
  23926.5273   5.9440e+00   2.3776e-01   20.00   1.0000e+00
  23946.5332   5.9453e+00   2.3781e-01   20.00   1.0000e+00
  23966.5371   5.9254e+00   2.3702e-01   20.00   1.0000e+00
  23986.5430   5.9567e+00   2.3827e-01   20.00   1.0000e+00
  24006.5488   5.8677e+00   2.3471e-01   20.00   1.0000e+00
  24026.5547   5.9166e+00   2.3666e-01   20.00   1.0000e+00
  24046.5605   5.8944e+00   2.3578e-01   20.00   1.0000e+00
  24066.5645   5.8672e+00   2.3469e-01   20.00   1.0000e+00
  24086.5703   5.8558e+00   2.3423e-01   20.00   1.0000e+00
  24106.5762   5.8473e+00   2.3389e-01   20.00   1.0000e+00
  24126.5820   5.8438e+00   2.3375e-01   20.00   1.0000e+00
  24146.5859   5.5938e+00   2.2375e-01   20.00   1.0000e+00
  24166.5918   5.4342e+00   2.1737e-01   20.00   1.0000e+00
  24186.5977   5.7096e+00   2.2838e-01   20.00   1.0000e+00
  24206.6035   5.6737e+00   2.2695e-01   20.00   1.0000e+00
  24226.6094   5.6924e+00   2.2770e-01   20.00   1.0000e+00
  24246.6133   5.6491e+00   2.2596e-01   20.00   1.0000e+00
  24266.6191   5.6449e+00   2.2579e-01   20.00   1.0000e+00
  24286.6250   5.6386e+00   2.2554e-01   20.00   1.0000e+00
  24306.6309   5.6612e+00   2.2645e-01   20.00   1.0000e+00
  24326.6367   5.6290e+00   2.2516e-01   20.00   1.0000e+00
  24346.6406   5.5823e+00   2.2329e-01   20.00   1.0000e+00
  24366.6465   5.5253e+00   2.2101e-01   20.00   1.0000e+00
  24386.6523   5.5218e+00   2.2087e-01   20.00   1.0000e+00
  24406.6582   5.5800e+00   2.2320e-01   20.00   1.0000e+00
  24426.6641   5.5577e+00   2.2231e-01   20.00   1.0000e+00
  24446.6680   5.5426e+00   2.2170e-01   20.00   1.0000e+00
  24466.6738   5.4177e+00   2.1671e-01   20.00   1.0000e+00
  24486.6797   5.3668e+00   2.1467e-01   20.00   1.0000e+00
  24506.6855   5.3513e+00   2.1405e-01   20.00   1.0000e+00
  24526.6895   5.3445e+00   2.1378e-01   20.00   1.0000e+00
  24546.6953   5.4049e+00   2.1620e-01   20.00   1.0000e+00
  24566.7012   5.3078e+00   2.1231e-01   20.00   1.0000e+00
  24586.7070   5.2422e+00   2.0969e-01   20.00   1.0000e+00
  24606.7129   5.3938e+00   2.1575e-01   20.00   1.0000e+00
  24626.7168   5.3751e+00   2.1500e-01   20.00   1.0000e+00
  24646.7227   5.3718e+00   2.1487e-01   20.00   1.0000e+00
  24666.7285   5.3436e+00   2.1374e-01   20.00   1.0000e+00
  24686.7344   5.3378e+00   2.1351e-01   20.00   1.0000e+00
  24706.7402   5.1696e+00   2.0678e-01   20.00   1.0000e+00
  24726.7441   5.3151e+00   2.1260e-01   20.00   1.0000e+00
  24746.7500   5.2079e+00   2.0832e-01   20.00   1.0000e+00
  24766.7559   5.2820e+00   2.1128e-01   20.00   1.0000e+00
  24786.7617   5.2426e+00   2.0970e-01   20.00   1.0000e+00
  24806.7676   5.0246e+00   2.0099e-01   20.00   1.0000e+00
  24826.7715   5.0259e+00   2.0104e-01   20.00   1.0000e+00
  24846.7773   5.1910e+00   2.0764e-01   20.00   1.0000e+00
  24866.7832   5.0014e+00   2.0006e-01   20.00   1.0000e+00
  24886.7891   5.1546e+00   2.0618e-01   20.00   1.0000e+00
  24906.7930   5.1533e+00   2.0613e-01   20.00   1.0000e+00
  24926.7988   5.1361e+00   2.0545e-01   20.00   1.0000e+00
  24946.8047   5.0783e+00   2.0313e-01   20.00   1.0000e+00
  24966.8105   5.0943e+00   2.0377e-01   20.00   1.0000e+00
  24986.8164   5.0745e+00   2.0298e-01   20.00   1.0000e+00
  25006.8203   5.0910e+00   2.0364e-01  100.00   1.0000e+00
  25056.8340   5.0534e+00   2.0214e-01  100.00   1.0000e+00
  25156.8613   4.9416e+00   1.9766e-01  100.00   1.0000e+00
  25256.8887   4.8949e+00   1.9580e-01  100.00   1.0000e+00
  25356.9160   4.8228e+00   1.9291e-01  100.00   1.0000e+00
  25456.9434   4.7420e+00   1.8968e-01  100.00   1.0000e+00
  25556.9707   4.6677e+00   1.8671e-01  100.00   1.0000e+00
  25656.9980   4.5914e+00   1.8366e-01  100.00   1.0000e+00
  25757.0254   4.5657e+00   1.8263e-01  100.00   1.0000e+00
  25857.0527   4.4433e+00   1.7773e-01  100.00   1.0000e+00
  25957.0801   4.4230e+00   1.7692e-01  100.00   1.0000e+00
  26057.1074   4.3671e+00   1.7469e-01  100.00   1.0000e+00
  26157.1348   4.2846e+00   1.7138e-01  100.00   1.0000e+00
  26257.1621   4.0863e+00   1.6345e-01  100.00   1.0000e+00
  26357.1895   4.1681e+00   1.6672e-01  100.00   1.0000e+00
  26457.2168   4.1059e+00   1.6424e-01  100.00   1.0000e+00
  26557.2441   4.0578e+00   1.6231e-01  100.00   1.0000e+00
  26657.2715   3.9744e+00   1.5897e-01  100.00   1.0000e+00
  26757.2969   3.9444e+00   1.5777e-01  100.00   1.0000e+00
  26857.3242   3.9139e+00   1.5656e-01  100.00   1.0000e+00
  26957.3516   3.8581e+00   1.5433e-01  100.00   1.0000e+00
